% time_sec delay_sec
1.19318 0.0931487
1.19318 0.0931487
1.29316 0.0931298
1.3932 0.0931702
1.49368 0.0936501
1.49381 0.397792
1.59319 0.0931577
1.69325 0.0932151
1.79322 0.0931893
1.79635 0.397656
1.89323 0.0932008
1.99504 0.0949846
1.99516 0.294464
1.9989 0.100865
2.00302 0.100954
2.09546 0.189363
2.10554 0.103471
2.1108 0.104698
2.11593 0.105794
2.12029 0.106126
2.12631 0.108109
2.13016 0.107921
2.13529 0.109018
2.14221 0.109894
2.14703 0.110674
2.15126 0.110875
2.1555 0.111078
2.15947 0.111021
2.16332 0.110837
2.16345 0.110965
2.16737 0.110846
2.17134 0.110787
2.17564 0.111053
2.18148 0.112857
2.18539 0.110718
2.18552 0.110846
2.19026 0.111554
2.19365 0.110916
2.19699 0.110217
2.20282 0.112015
2.20673 0.110715
2.21064 0.110593
2.21526 0.111175
2.21879 0.110671
2.22366 0.111513
2.23374 0.111501
2.23765 0.111379
2.24195 0.111645
2.24586 0.111526
2.24997 0.111601
2.25331 0.110905
2.25716 0.110721
2.26133 0.110858
2.26543 0.11093
2.27108 0.11254
2.27557 0.11098
2.27974 0.111118
2.28346 0.110805
2.28769 0.111005
2.29128 0.110561
2.29538 0.11063
2.2991 0.110314
2.30468 0.111855
2.3059 0.105845
2.30865 0.110617
2.31346 0.111391
2.3193 0.113195
2.32321 0.111059
2.32783 0.111641
2.33174 0.111519
2.33591 0.111657
2.33976 0.111472
2.34316 0.110836
2.34688 0.110526
2.35105 0.110664
2.35522 0.110801
2.36112 0.110654
2.36536 0.110855
2.36946 0.110927
2.37344 0.11087
2.37768 0.111074
2.38146 0.110826
2.38525 0.110579
2.38955 0.110842
2.39365 0.110914
2.39917 0.112395
2.40333 0.11051
2.40917 0.113149
2.41276 0.110688
2.41288 0.110816
2.41718 0.111082
2.42167 0.111539
2.42584 0.111677
2.4295 0.111298
2.43296 0.110725
2.43675 0.110478
2.44143 0.111126
2.44772 0.113384
2.45157 0.111185
2.45581 0.111388
2.45934 0.110884
2.46325 0.110765
2.46755 0.111031
2.47121 0.110655
2.47531 0.110727
2.47961 0.110993
2.4834 0.110746
2.48911 0.112421
2.49366 0.110921
2.49693 0.110157
2.49706 0.110286
2.50283 0.112021
2.50295 0.112149
2.50667 0.110658
2.51084 0.110792
2.5154 0.111315
2.51873 0.110617
2.52342 0.111265
2.52842 0.112232
2.53175 0.111534
2.53721 0.112956
2.54144 0.111139
2.54529 0.110955
2.5494 0.11103
2.55331 0.11091
2.55716 0.110726
2.56127 0.110801
2.56525 0.110744
2.56935 0.110816
2.56948 0.110945
2.57346 0.110888
2.57949 0.110869
2.5834 0.11075
2.58789 0.111204
2.59097 0.110249
2.59501 0.110256
2.59514 0.110384
2.59899 0.110199
2.60444 0.111618
2.60489 0.104837
2.60925 0.111216
2.61271 0.110646
2.61695 0.11085
2.62093 0.110793
2.62792 0.113753
2.63145 0.111229
2.63539 0.111141
2.63956 0.111278
2.6438 0.111479
2.64393 0.111607
2.64714 0.110783
2.6506 0.110213
2.65496 0.110542
2.65926 0.110808
2.66529 0.112806
2.67338 0.110805
2.67799 0.11139
2.68146 0.110823
2.68569 0.111024
2.68922 0.11052
2.69724 0.110467
2.70307 0.112267
2.70654 0.110519
2.7107 0.110654
2.71725 0.113165
2.72174 0.111606
2.72604 0.111872
2.72989 0.111687
2.73387 0.111631
2.73771 0.111446
2.74118 0.110876
2.74484 0.1105
2.7492 0.110832
2.75536 0.112958
2.75889 0.110437
2.76332 0.110831
2.76775 0.111226
2.77128 0.110722
2.77577 0.111179
2.77942 0.110803
2.78334 0.110684
2.78821 0.111523
2.79155 0.110825
2.79668 0.109904
2.79995 0.10914
2.80648 0.111646
2.81078 0.110731
2.81091 0.110859
2.81579 0.111701
2.81906 0.11094
2.82339 0.111237
2.82775 0.111566
2.83211 0.111892
2.83494 0.110683
2.83911 0.110821
2.84501 0.11269
2.84937 0.111005
2.85322 0.11082
2.85707 0.110636
2.86131 0.110839
2.86509 0.110589
2.86952 0.11098
2.87317 0.110601
2.87734 0.110739
2.88325 0.112608
2.88812 0.111431
2.89107 0.11035
2.89537 0.110614
2.89902 0.110235
2.90441 0.111591
2.90473 0.104681
2.91294 0.110873
2.91307 0.111001
2.91692 0.110819
2.92083 0.1107
2.92558 0.111414
2.92962 0.111421
2.93546 0.113224
2.93982 0.111536
2.94386 0.111546
2.94399 0.111674
2.94733 0.110979
2.95112 0.110731
2.9549 0.110484
2.95888 0.110427
2.96305 0.110565
2.96722 0.110703
2.97325 0.112698
2.97787 0.111266
2.978 0.111395
2.98147 0.110828
2.98544 0.110771
2.98923 0.110524
2.99327 0.11053
2.99699 0.110217
3.00295 0.112149
3.00617 0.106116
3.00655 0.110535
3.01066 0.110607
3.01512 0.111032
3.01909 0.110976
3.02596 0.113807
3.03385 0.111611
3.03795 0.111683
3.0419 0.111595
3.04555 0.111219
3.04902 0.110652
3.05306 0.110661
3.05691 0.110476
3.06294 0.112474
3.06737 0.110852
3.07129 0.110733
3.07546 0.11087
3.07963 0.111008
3.08361 0.110955
3.08797 0.111284
3.09124 0.110522
3.09554 0.110789
3.09978 0.110992
3.10466 0.10982
3.11512 0.113048
3.1189 0.110784
3.12352 0.111369
3.1282 0.112018
3.13186 0.111642
3.13533 0.111075
3.13885 0.110568
3.14257 0.110254
3.14745 0.111096
3.1529 0.112518
3.15708 0.110639
3.16099 0.11052
3.16522 0.11072
3.16933 0.110792
3.17318 0.110607
3.17729 0.110682
3.18146 0.11082
3.18537 0.110701
3.19108 0.112376
3.19576 0.111008
3.19936 0.110569
3.20462 0.111794
3.20494 0.104885
3.20923 0.111198
3.21308 0.111013
3.21732 0.111217
3.22158 0.111448
3.2255 0.111329
3.22922 0.111016
3.23756 0.111288
3.24346 0.113158
3.25129 0.110906
3.25553 0.111106
3.25905 0.110602
3.26297 0.110483
3.26714 0.11062
3.27112 0.110564
3.27548 0.110893
3.28145 0.112828
3.28543 0.110755
3.28921 0.110504
3.29312 0.110379
3.29677 0.109997
3.30273 0.111927
3.30658 0.110564
3.31081 0.110761
3.31492 0.110833
3.31883 0.11071
3.32358 0.111424
3.3237 0.111553
3.32813 0.111944
3.33307 0.112849
3.33762 0.111353
3.34108 0.110783
3.34121 0.110911
3.34481 0.110469
3.3492 0.110832
3.35292 0.110519
3.35664 0.110206
3.36062 0.110153
3.36492 0.110415
3.37063 0.112091
3.37512 0.110531
3.37897 0.110346
3.38301 0.110355
3.38743 0.110747
3.39093 0.110205
3.3949 0.110149
3.39843 0.109642
3.40382 0.103766
3.40394 0.111123
3.40786 0.109825
3.41216 0.110089
3.41671 0.110611
3.42325 0.11312
3.42717 0.110984
3.43133 0.111116
3.43474 0.110483
3.43858 0.110295
3.44262 0.110302
3.44602 0.109669
3.45006 0.109676
3.45391 0.109488
3.45949 0.111035
3.46359 0.10909
3.46776 0.109225
3.47091 0.108335
3.47495 0.108342
