% time_sec delay_sec
1.19683 0.0966574
1.19683 0.0966574
1.29675 0.0965762
1.39673 0.0965545
1.49715 0.0969791
1.4976 0.401441
1.59675 0.0965815
1.69674 0.0965682
1.79752 0.0973444
1.79956 0.400728
1.89673 0.0965539
1.99845 0.0982588
1.9989 0.298058
2.00236 0.10418
2.00635 0.104136
2.09989 0.193649
2.10958 0.107372
2.1149 0.108659
2.11952 0.109247
2.12605 0.111744
2.12951 0.111171
2.13503 0.112653
2.13901 0.112596
2.14626 0.113796
2.15088 0.114381
2.15486 0.114328
2.1587 0.114143
2.16275 0.114152
2.16711 0.114481
2.17083 0.114165
2.17474 0.114046
2.17904 0.114309
2.18539 0.116626
2.18904 0.114231
2.19353 0.114679
2.19365 0.114807
2.19673 0.113852
2.20583 0.114886
2.20596 0.115015
2.21007 0.113908
2.21449 0.114297
2.21853 0.114306
2.22315 0.114892
2.22713 0.114838
2.23284 0.116511
2.23701 0.114629
2.24092 0.11451
2.24516 0.114713
2.2492 0.114722
2.25292 0.114412
2.25677 0.114227
2.26056 0.11398
2.26466 0.114052
2.26877 0.114124
2.27505 0.116375
2.27923 0.114496
2.28307 0.114312
2.28731 0.114512
2.28744 0.11464
2.29449 0.113626
2.29885 0.113949
2.3025 0.11357
2.30263 0.113698
2.30827 0.108074
2.30852 0.115559
2.31288 0.114707
2.31622 0.114008
2.32244 0.116197
2.3268 0.114509
2.33097 0.114641
2.33469 0.11433
2.33873 0.114337
2.34264 0.114215
2.34649 0.114033
2.35054 0.114042
2.35458 0.114051
2.35837 0.113804
2.36472 0.114104
2.36921 0.114562
2.37306 0.114377
2.37691 0.114195
2.38121 0.114461
2.38486 0.114085
2.3889 0.114092
2.39288 0.114035
2.39705 0.11417
2.40372 0.116804
2.40603 0.113065
2.40846 0.108269
2.41179 0.115635
2.41654 0.114332
2.42052 0.114275
2.42469 0.114413
2.42899 0.114676
2.43245 0.114103
2.43662 0.114241
2.4406 0.114185
2.44438 0.113937
2.45119 0.116708
2.45529 0.114766
2.45882 0.114262
2.46274 0.114143
2.46704 0.114409
2.47108 0.114418
2.47493 0.114234
2.4791 0.114371
2.48289 0.114124
2.48725 0.114453
2.4934 0.116573
2.49693 0.114049
2.50084 0.113927
2.50603 0.115086
2.50834 0.108149
2.50988 0.113723
2.51424 0.114052
2.51848 0.114252
2.52271 0.114452
2.5272 0.114909
2.5315 0.115169
2.53445 0.114089
2.54048 0.116086
2.54439 0.113948
2.54889 0.114408
2.5528 0.114289
2.55652 0.113976
2.56063 0.11405
2.56473 0.114122
2.57307 0.114395
2.57699 0.114276
2.58315 0.114385
2.58776 0.114968
2.5986 0.113706
2.60296 0.114035
2.60835 0.115391
2.61201 0.113833
2.61657 0.114356
2.62067 0.114428
2.62471 0.114438
2.63449 0.114134
2.63866 0.114271
2.64284 0.114409
2.64649 0.114033
2.65034 0.113848
2.65458 0.114049
2.65836 0.113801
2.6626 0.114002
2.66876 0.116131
2.67299 0.114312
2.67684 0.11413
2.68108 0.11433
2.68486 0.114083
2.68884 0.114026
2.69281 0.113967
2.69672 0.113845
2.70083 0.113917
2.70628 0.115333
2.71013 0.113969
2.71449 0.114298
2.72033 0.116102
2.72488 0.114608
