% time_sec delay_sec
0.141528 0.0414974
0.145455 0.045425
0.147206 0.0471753
0.149298 0.0492677
0.155527 0.055497
0.156282 0.0562519
0.156944 0.0569136
0.157979 0.0579485
0.159014 0.0589834
0.159014 0.0589834
0.1598 0.0597694
0.160119 0.0600889
0.160439 0.0604084
0.163153 0.063123
0.164033 0.0640023
0.16457 0.0645396
0.16489 0.0648591
0.165209 0.0651786
0.165529 0.0654981
0.166004 0.0659731
0.166448 0.066417
0.166767 0.0667366
0.167087 0.0670561
0.167087 0.0670561
0.167406 0.0673756
0.168254 0.0682238
0.168574 0.0685434
0.168893 0.0688629
0.169213 0.0691824
0.169906 0.0698751
0.170318 0.0702879
0.171073 0.0710429
0.171393 0.0713624
0.171393 0.0713624
0.171712 0.0716819
0.172281 0.0722503
0.17316 0.0731296
0.17316 0.0731296
0.173853 0.0738224
0.174608 0.0745774
0.175021 0.0749902
0.17534 0.0753097
0.176531 0.0765001
0.17685 0.0768196
0.17685 0.0768196
0.179502 0.0794719
0.181875 0.0818443
0.182256 0.082226
0.184007 0.0839763
0.184979 0.084949
0.188098 0.0880678
0.189506 0.089476
0.190915 0.0908841
0.191234 0.0912036
0.194353 0.0943225
0.194828 0.0947975
0.196609 0.0965789
0.19696 0.0969295
0.197839 0.0978089
0.200025 0.0999947
0.201371 0.101341
0.202624 0.102593
0.204374 0.104344
0.212003 0.111972
0.213815 0.113785
0.214384 0.114353
0.215481 0.11545
0.2158 0.11577
0.216524 0.116494
0.217559 0.117529
0.218625 0.118595
0.218945 0.118914
0.220011 0.11998
0.221326 0.121295
0.222329 0.122299
0.236646 0.136615
0.239111 0.139081
0.241484 0.0414765
0.245442 0.0454351
0.247162 0.0471543
0.248539 0.148508
0.249294 0.0492863
0.255274 0.155243
0.255593 0.0555863
0.256286 0.056279
0.256948 0.0569407
0.257952 0.0579445
0.258987 0.0589794
0.258987 0.0589794
0.259804 0.0597965
0.260123 0.0601161
0.260443 0.0604356
0.263126 0.063119
0.264006 0.0639984
0.264543 0.0645356
0.264862 0.0648551
0.265182 0.0651746
0.265501 0.0654941
0.266039 0.0660313
0.26642 0.0664131
0.26674 0.0667326
0.267059 0.0670521
0.267059 0.0670521
0.267379 0.0673716
0.268103 0.168072
0.268422 0.0684149
0.268422 0.0684149
0.268835 0.0688278
0.269154 0.0691473
0.269878 0.0698711
0.270353 0.0703462
0.270828 0.170798
0.271148 0.0711407
0.271467 0.0714602
0.271467 0.0714602
0.271787 0.0717797
0.272262 0.0722547
0.27311 0.073103
0.27343 0.0734225
0.273843 0.0738353
0.27466 0.0746525
0.274979 0.074972
0.275299 0.0752915
0.27652 0.076513
0.27684 0.0768325
0.27684 0.0768325
0.279492 0.0794849
0.281927 0.0819194
0.282308 0.0823012
0.28409 0.0840825
0.285 0.084993
0.288088 0.0880808
0.289496 0.0894889
0.290904 0.0908971
0.291224 0.0912166
0.294312 0.0943044
0.294818 0.0948105
0.296568 0.0965608
0.29695 0.0969425
0.297798 0.0977908
0.300077 0.10007
0.30133 0.101322
0.302582 0.102575
0.304333 0.104325
0.312024 0.112017
0.313805 0.113798
0.314342 0.114335
0.315439 0.115432
0.315759 0.115752
0.316483 0.116476
0.317549 0.117542
0.318584 0.118577
0.318934 0.118927
0.32 0.119993
0.321222 0.121215
0.322288 0.122281
0.336604 0.136597
0.339132 0.139125
0.341504 0.0414894
0.345432 0.045417
0.347182 0.0471673
0.348528 0.148521
0.349283 0.0492682
0.355233 0.155225
0.355552 0.055537
0.356276 0.0562609
0.356938 0.0569225
0.357972 0.0579574
0.358976 0.0589612
0.359296 0.0592807
0.359802 0.0597869
0.360121 0.0601064
0.360441 0.0604259
0.363124 0.0631093
0.364004 0.0639887
0.364541 0.0645259
0.36486 0.0648454
0.36518 0.0651649
0.365499 0.0654844
0.366006 0.0659905
0.366418 0.0664034
0.366738 0.0667229
0.367057 0.0670424
0.367377 0.0673619
0.367377 0.0673619
0.368101 0.168094
0.36842 0.0684053
0.36842 0.0684053
0.368833 0.0688181
0.369153 0.0691376
0.369908 0.0698925
0.37032 0.0703054
0.370827 0.170819
0.371146 0.071131
0.371466 0.0714505
0.371466 0.0714505
0.371785 0.07177
0.372291 0.0722761
0.373077 0.0730622
0.373397 0.0733817
0.373841 0.0738256
0.374658 0.0746428
0.375008 0.0749934
0.375328 0.0753129
0.376518 0.0765034
0.376838 0.0768229
0.376838 0.0768229
0.37949 0.0794752
0.381956 0.0819408
0.382275 0.0822604
0.384088 0.0840729
0.384998 0.0849833
0.388086 0.0880711
0.389494 0.0894792
0.390902 0.0908874
0.391222 0.0912069
0.394341 0.0943258
0.394816 0.0948008
0.396566 0.0965511
0.396948 0.0969328
0.397796 0.0977811
0.400013 0.0999979
0.40139 0.101375
0.402612 0.102596
0.404331 0.104316
0.411991 0.111976
0.413803 0.113788
0.414309 0.114294
0.415531 0.115516
0.41585 0.115835
0.416512 0.116497
0.417547 0.117532
0.418613 0.118598
0.418932 0.118917
0.419998 0.119983
0.42122 0.121205
0.422224 0.122209
0.436633 0.136618
0.439037 0.139022
0.441503 0.0414797
0.445461 0.0454384
0.44718 0.0471576
0.448526 0.148511
0.449312 0.0492896
0.455262 0.155247
0.455581 0.0555584
0.456274 0.0562512
0.456936 0.0569128
0.457971 0.0579477
0.459005 0.0589826
0.459005 0.0589826
0.459792 0.0597687
0.460111 0.0600882
0.460431 0.0604077
0.463145 0.0631222
0.464024 0.0640016
0.464562 0.0645388
0.464881 0.0648583
0.465201 0.0651779
0.46552 0.0654974
0.465995 0.0659724
0.466439 0.0664163
0.466759 0.0667358
0.467078 0.0670553
0.467398 0.0673748
0.467398 0.0673748
0.468122 0.168107
0.468441 0.0684182
0.468441 0.0684182
0.468854 0.068831
0.469173 0.0691505
0.469897 0.0698744
0.470341 0.0703183
0.470816 0.170801
0.471229 0.0712062
0.471549 0.0715257
0.471549 0.0715257
0.471868 0.0718452
0.472343 0.0723202
0.473129 0.0731063
0.473449 0.0734258
0.473861 0.0738386
0.474679 0.0746558
0.474998 0.0749753
0.475318 0.0752948
0.476508 0.0764852
0.476828 0.0768047
0.477147 0.0771242
0.479488 0.0794655
0.481954 0.0819312
0.482274 0.0822507
0.484024 0.084001
0.484996 0.0849736
0.488115 0.0880925
0.489492 0.0894696
0.490932 0.0909088
0.491251 0.0912283
0.494339 0.0943161
0.494814 0.0947911
0.496595 0.0965725
0.496946 0.0969231
0.497825 0.0978025
0.500011 0.0999882
0.501357 0.101334
0.50261 0.102587
0.504329 0.104306
0.51202 0.111997
0.513832 0.11381
0.514339 0.114316
0.515529 0.115506
0.515849 0.115826
0.51651 0.116487
0.517545 0.117522
0.518611 0.118588
0.518962 0.118939
0.520028 0.120005
0.521187 0.121164
0.522315 0.122292
0.536632 0.136609
0.539128 0.139105
0.541501 0.04147
0.545459 0.0454287
0.547179 0.0471479
0.548556 0.148533
0.549311 0.0492799
0.55526 0.155237
0.555579 0.0555487
0.556303 0.0562726
0.556965 0.0569342
0.557969 0.057938
0.559004 0.0589729
0.559323 0.0592924
0.559798 0.0597675
0.560118 0.060087
0.560437 0.0604065
0.563152 0.063121
0.564031 0.0640004
0.564568 0.0645376
0.564888 0.0648571
0.565207 0.0651766
0.565527 0.0654961
0.566033 0.0660023
0.566446 0.0664151
0.566765 0.0667346
0.567085 0.0670541
0.567404 0.0673736
0.567404 0.0673736
0.568128 0.168105
0.568448 0.068417
0.568448 0.068417
0.56886 0.0688298
0.56918 0.0691493
0.569904 0.0698732
0.570348 0.0703171
0.570823 0.1708
0.571142 0.0711116
0.571462 0.0714311
0.571462 0.0714311
