% time_sec delay_sec
0.109373 0.00934283
0.11187 0.0118396
0.113931 0.013901
0.116522 0.016491
0.118116 0.0180858
0.123319 0.0232887
0.123639 0.0236082
0.13472 0.0346897
0.136222 0.0361911
0.140149 0.0401187
0.140593 0.0405626
0.141908 0.0418774
0.143783 0.0437521
0.145626 0.0455958
0.154499 0.0544689
0.16275 0.0627199
0.165434 0.0654033
0.165753 0.0657228
0.168032 0.0680019
0.168352 0.0683214
0.170351 0.0703205
0.170857 0.0708266
0.175967 0.0759361
0.177904 0.0778731
0.178223 0.0781926
0.181591 0.0815603
0.18191 0.0818798
0.18223 0.0821993
0.184478 0.0844472
0.185015 0.0849845
0.185459 0.0854284
0.185778 0.0857479
0.186564 0.086534
0.187071 0.0870401
0.187608 0.0875773
0.188923 0.0888922
0.191388 0.0913579
0.191708 0.0916774
0.192027 0.0919969
0.192347 0.0923164
0.193226 0.0931958
0.193546 0.0935153
0.19399 0.0939592
0.195398 0.0953673
0.196028 0.0959979
0.196628 0.0965973
0.196978 0.0969479
0.197609 0.0975785
0.197928 0.097898
0.200145 0.100115
0.201585 0.101554
0.203615 0.103584
0.204214 0.104184
0.20612 0.10609
0.206533 0.106502
0.207008 0.106977
0.208447 0.108417
0.209358 0.00935042
0.209677 0.109647
0.210339 0.110308
0.210938 0.110908
0.211849 0.0118415
0.212666 0.112635
0.212985 0.112955
0.213896 0.0138887
0.215086 0.115056
0.216494 0.0164872
0.217747 0.117717
0.218067 0.0180594
0.21879 0.11876
0.219981 0.11995
0.222882 0.122852
0.223295 0.0232876
0.223614 0.0236071
0.223934 0.123903
0.223934 0.123903
0.225684 0.125654
0.226408 0.126377
0.226976 0.126946
0.227451 0.127421
0.228051 0.12802
0.228619 0.128589
0.229094 0.129064
0.231093 0.131063
0.231413 0.131382
0.234407 0.134377
0.234758 0.0347506
0.236197 0.0361899
0.240125 0.0401175
0.240569 0.0405614
0.241883 0.0418762
0.243758 0.0437509
0.245602 0.0455945
0.249032 0.149001
0.254483 0.0544761
0.25614 0.15611
0.262743 0.0627356
0.265426 0.065419
0.265746 0.0657385
0.267994 0.0679865
0.268313 0.068306
0.270343 0.0703362
0.270818 0.0708112
0.275928 0.0759208
0.277927 0.0779199
