% time_sec delay_sec
1.17806 0.0774073
1.17806 0.0774073
1.27806 0.0774025
1.37805 0.0773893
1.47552 0.379548
1.47804 0.0773869
1.57806 0.0774052
1.67805 0.0773919
1.77823 0.0775727
1.77836 0.379708
1.87806 0.0774034
1.97688 0.276227
1.97875 0.0787402
1.98087 0.0828818
1.98482 0.0827951
2.07675 0.170689
2.0788 0.078791
2.08077 0.0827844
2.08484 0.0828179
2.08888 0.0828208
2.09336 0.0832706
2.09701 0.0828822
2.10101 0.082854
2.10508 0.0828859
2.10901 0.08279
2.11507 0.0827953
2.11921 0.0828979
2.12318 0.0828385
2.12798 0.0836083
2.13157 0.0831633
2.13536 0.0829123
2.13948 0.0830075
2.14339 0.0828825
2.14734 0.0827916
2.15348 0.084907
2.15746 0.0828298
2.16169 0.0830302
2.16554 0.0828449
2.16961 0.0828824
2.1748 0.0840363
2.17919 0.0791813
2.17932 0.0833433
2.18399 0.0839857
2.18732 0.0832839
2.19136 0.0832833
2.19527 0.0831584
2.20096 0.08482
2.20503 0.0828367
2.20903 0.0828074
2.21307 0.0828138
2.21717 0.0828818
2.2214 0.0830787
2.22548 0.0831162
2.22919 0.0828001
2.23364 0.0832158
2.23729 0.0828314
2.24335 0.084854
2.24738 0.0828396
2.25142 0.0828454
2.25546 0.0828518
2.2595 0.0828576
2.26351 0.0828323
2.26787 0.0831611
2.27194 0.0831946
2.2771 0.0843248
2.27877 0.0787623
2.28095 0.0829587
2.28575 0.0837296
2.29107 0.0850139
2.29492 0.0828095
2.29908 0.0829413
2.30299 0.0828192
2.30699 0.0827865
2.31145 0.0832091
2.31517 0.082896
2.31911 0.0828005
2.32321 0.0828696
2.32753 0.0831524
2.33355 0.0831276
2.33734 0.0828796
2.34192 0.0834277
2.34583 0.0833057
2.34939 0.0828325
2.35343 0.0828388
2.35744 0.0828135
2.36167 0.08301
2.36552 0.0828207
2.37192 0.0851894
2.37503 0.0822481
2.37881 0.0788025
2.38089 0.0849185
2.3848 0.0827767
2.38909 0.083034
2.39332 0.0832314
2.39698 0.0828526
2.40114 0.0829844
2.40514 0.0829517
2.40912 0.0828914
2.41315 0.0828937
2.41921 0.0849153
2.42343 0.0830925
2.42799 0.0836095
2.43157 0.0831645
2.43529 0.0828513
2.4402 0.0837218
2.44331 0.0827978
2.44738 0.0828352
2.45148 0.0828993
2.45539 0.0827773
2.4617 0.0850556
2.46554 0.0828456
2.46958 0.0828519
2.47478 0.0840138
2.47917 0.0791588
2.47929 0.0833207
2.4832 0.0831958
2.48724 0.0831992
2.49128 0.0832026
2.49531 0.083206
2.49544 0.0833344
2.4996 0.0834582
2.503 0.0828226
2.50901 0.0848056
2.51305 0.0827912
2.51712 0.0828282
2.52135 0.0830251
2.52539 0.0830315
2.52924 0.0828437
2.53365 0.0832283
2.53728 0.0828169
2.54189 0.0833966
2.5458 0.0832745
2.55141 0.0828354
2.55545 0.0828417
2.55949 0.0828475
2.56379 0.0831107
2.56777 0.0830543
2.57196 0.0832201
2.57703 0.0842531
2.57716 0.0843814
2.57883 0.0788189
2.58101 0.0830154
2.58568 0.0836578
2.58581 0.0837862
2.58946 0.0834044
2.59344 0.0833451
2.59904 0.0849168
2.60307 0.0828985
2.60702 0.0828075
2.61125 0.0830045
2.61509 0.0828197
2.6192 0.0828877
2.62349 0.0831479
2.62746 0.0830846
2.62759 0.083213
2.63163 0.0832159
2.63726 0.0848207
2.6421 0.0836058
2.64223 0.0837342
2.64588 0.0833554
2.64941 0.0828511
2.65345 0.0828574
2.65746 0.0828322
2.66169 0.0830326
2.66551 0.0828122
2.66961 0.0828807
2.67496 0.0841981
2.67509 0.0843265
2.67916 0.0791486
2.68018 0.0842063
2.68409 0.0840813
2.68909 0.0850462
2.68922 0.0851746
2.69338 0.0832896
2.69351 0.083418
2.69694 0.0828135
2.70104 0.0828796
2.70117 0.083008
2.7052 0.0830109
2.70911 0.0828884
2.71315 0.0828947
2.71712 0.0828304
2.72276 0.0844303
2.72798 0.0856203
2.73154 0.0831274
2.73167 0.0832558
2.73529 0.0828454
2.74061 0.0841327
2.7433 0.0827924
2.74737 0.0828298
2.75148 0.0829018
2.75539 0.0827798
2.75952 0.0828789
2.76356 0.0828808
2.76952 0.0827883
2.7723 0.0815413
2.77913 0.0791223
2.77926 0.0844626
2.77939 0.084591
2.78317 0.0831593
2.78707 0.0830343
2.79121 0.0831344
2.79525 0.0831379
2.7996 0.0834563
2.803 0.0828207
2.80723 0.0830176
2.81152 0.0832768
2.81709 0.0848119
2.82126 0.0829298
2.82138 0.0830582
2.82533 0.0829673
2.82917 0.0827796
2.83359 0.0831682
2.83732 0.0828579
2.84196 0.0834682
2.84581 0.08328
2.84939 0.0828339
2.85574 0.0851444
2.85943 0.0827828
2.86353 0.0828549
2.86789 0.0831836
2.87197 0.0832211
2.87706 0.0842851
2.87886 0.078851
2.88078 0.0827907
2.88559 0.0835615
2.88937 0.0833081
2.89372 0.0836305
2.89385 0.0837589
2.89699 0.0828665
2.90109 0.0829327
2.90701 0.0848144
2.91124 0.0829946
2.91508 0.0828058
2.91921 0.0829055
2.91934 0.0830339
2.92332 0.0829746
2.92758 0.0831991
2.93168 0.0832682
2.93527 0.0828227
2.94019 0.0837164
2.94032 0.0838448
2.94583 0.0853232
2.94939 0.0828293
2.95343 0.0828356
2.95747 0.0828414
2.9617 0.0830418
2.96552 0.0828254
2.96956 0.0828318
2.97501 0.0842464
2.97917 0.0791618
