% time_sec delay_sec
0.131105 0.0310746
0.136526 0.0364951
0.137218 0.0371879
0.138191 0.0381606
0.139817 0.0397865
0.140416 0.0403859
0.140736 0.0407054
0.141335 0.0413049
0.142961 0.0429307
0.145178 0.0451476
0.145498 0.0454671
0.147528 0.0474973
0.14934 0.0493098
0.150126 0.0500959
0.15113 0.0510997
0.151481 0.0514503
0.152422 0.0523919
0.154266 0.0542355
0.154585 0.054555
0.154905 0.0548745
0.15538 0.0553495
0.155917 0.0558868
0.156454 0.056424
0.157054 0.0570234
0.158742 0.0587115
0.160741 0.0607106
0.161527 0.0614967
0.161847 0.0618162
0.165463 0.0654327
0.165845 0.0658145
0.166507 0.0664761
0.167604 0.0675732
0.170878 0.0708476
0.17126 0.0712293
0.171859 0.0718288
0.177342 0.0773115
0.17819 0.0781598
0.179443 0.0794124
0.180727 0.0806962
0.181046 0.0810157
0.181366 0.0813352
0.181366 0.0813352
0.182525 0.0824945
0.184369 0.0843381
0.184688 0.0846576
0.185008 0.0849771
0.185008 0.0849771
0.185327 0.0852966
0.1863 0.0862693
0.191316 0.0912855
0.192506 0.0924759
0.193106 0.0930754
0.193106 0.0930754
0.193674 0.0936437
0.193994 0.0939632
0.194375 0.0943449
0.194726 0.0946956
0.195792 0.0957616
0.196516 0.0964854
0.197706 0.0976758
0.19871 0.0986796
0.20158 0.10155
0.203828 0.103798
0.204552 0.104521
0.204934 0.104903
0.207244 0.107213
0.207874 0.107844
0.209376 0.109345
0.211655 0.111624
0.214183 0.114152
0.21811 0.11808
0.222411 0.122381
0.229418 0.129388
0.231106 0.0310989
0.231892 0.131862
0.232958 0.132928
0.236481 0.0364742
0.237205 0.0371981
0.238178 0.0381708
0.239804 0.0397966
0.240403 0.0403961
0.240723 0.0407156
0.241291 0.0412839
0.242948 0.0429409
0.245165 0.0451578
0.245484 0.0454773
0.245804 0.145774
0.246932 0.146902
0.247501 0.0474933
0.24782 0.14779
0.249321 0.0493143
0.249641 0.149611
0.250085 0.0500777
0.250404 0.150374
0.250755 0.150725
0.251106 0.0510985
0.251456 0.0514491
0.252398 0.0523907
0.254241 0.0542343
0.254561 0.0545538
0.25488 0.0548733
0.255355 0.0553483
0.255893 0.0558855
0.25643 0.0564228
0.257029 0.0570222
0.258717 0.0587103
0.260717 0.0607094
0.261503 0.0614955
0.261822 0.061815
0.265439 0.0654315
0.26582 0.0658132
0.266482 0.0664749
0.267579 0.067572
0.270854 0.0708464
0.271235 0.0712281
0.271835 0.0718275
0.277317 0.0773103
0.278166 0.0781586
0.279418 0.0794112
0.280702 0.0806949
0.281022 0.0810145
0.281341 0.081334
0.281341 0.081334
0.2825 0.0824933
0.284344 0.0843369
0.284664 0.0846564
0.284983 0.0849759
0.284983 0.0849759
0.285303 0.0852954
0.286275 0.0862681
0.291291 0.0912843
0.292482 0.0924747
0.293081 0.0930742
0.293081 0.0930742
0.293681 0.0936736
0.294 0.0939931
0.294351 0.0943437
0.294702 0.0946943
0.295768 0.0957603
0.296491 0.0964842
0.297682 0.0976746
0.298686 0.0986784
0.301556 0.101548
0.303804 0.103796
0.304527 0.10452
0.304909 0.104902
0.307219 0.107212
0.30785 0.107843
0.309351 0.109344
0.31163 0.111623
0.314158 0.114151
0.318086 0.118079
0.322387 0.122379
0.329394 0.129386
0.331113 0.0310977
0.331868 0.13186
0.332934 0.132927
0.336488 0.036473
0.337212 0.0371969
0.338185 0.0381695
0.33981 0.0397954
0.34041 0.0403949
0.340729 0.0407144
0.341298 0.0412827
0.342955 0.0429397
0.345172 0.0451565
0.345491 0.045476
0.345811 0.145803
0.346908 0.1469
0.347507 0.1475
0.347507 0.0474921
0.34932 0.0493046
0.349639 0.149632
0.350114 0.0500991
0.350434 0.150426
0.350753 0.150746
0.351135 0.0511199
0.351454 0.0514394
0.352396 0.052381
0.35424 0.0542246
0.354559 0.0545441
0.354879 0.0548636
0.355354 0.0553386
0.355922 0.0559069
0.356459 0.0564442
0.357059 0.0570436
0.358747 0.0587317
0.360746 0.0607308
0.361532 0.0615169
0.361851 0.0618364
0.365437 0.0654218
0.36585 0.0658346
