run,dir,n,min,p10,median,mean,p90,max,jain
E2,FWD,100,0.929341,2.821581,2.8579,2.82675401,2.886745,2.88907,0.9933922433381241
E2,RTN,100,0.927439,1.5801290000000001,1.955975,1.86826804,2.059421,2.09329,0.9829489109317363
E5,FWD,100,0.929299,2.840884,2.862105,2.8312392900000005,2.887215,2.88906,0.9933636903426726
E5,RTN,100,2.04999,2.0630290000000002,2.0899,2.0900394,2.0917030000000003,2.21981,0.9998320481849838
