id,value_kbps,value_mbps
82,2889.07,2.88907
91,2888.75,2.88875
92,2888.45,2.88845
1,2888.44,2.88844
29,2888.42,2.88842
45,2887.76,2.88776
60,2887.64,2.88764
35,2887.09,2.88709
42,2886.81,2.88681
88,2886.79,2.88679
