run,dir,n,min,p10,median,mean,p90,max,jain
E2,FWD,1158837,8.27737,11.078560000000001,71.4167,70.39134773062993,127.81500000000001,178.401,0.7309522360018429
E2,RTN,181081,9.01128,31.6808,84.6798,78.54983847267243,116.99600000000001,444.702,0.8283916935424199
E5,FWD,1162931,8.27721,10.9643,69.8834,69.04864253733024,125.15799999999999,174.72099999999998,0.7319247972471064
E5,RTN,213216,9.00941,22.419999999999998,72.12565000000001,68.57688007011669,107.859,441.08599999999996,0.7927787227781996
